2025-04-16 19:24:50.039 |  | INFO     | server:lifespan:17 - RuoYi-FastAPI开始启动
2025-04-16 19:24:50.040 |  | INFO     | config.get_db:init_create_table:23 - 初始化数据库连接...
2025-04-16 19:24:50.055 |  | INFO     | config.get_db:init_create_table:26 - 数据库连接成功
2025-04-16 19:24:50.055 |  | INFO     | config.get_redis:create_redis_pool:19 - 开始连接redis...
2025-04-16 19:24:50.059 |  | INFO     | config.get_redis:create_redis_pool:32 - redis连接成功
2025-04-16 19:24:50.059 |  | INFO     | server:lifespan:21 - RuoYi-FastAPI启动成功
2025-04-16 19:25:04.678 |  | INFO     | module_admin.controller.task_controller:get_system_task_list:24 - 获取成功
2025-04-16 19:27:31.124 |  | INFO     | server:lifespan:17 - RuoYi-FastAPI开始启动
2025-04-16 19:27:31.125 |  | INFO     | config.get_db:init_create_table:23 - 初始化数据库连接...
2025-04-16 19:27:31.140 |  | INFO     | config.get_db:init_create_table:26 - 数据库连接成功
2025-04-16 19:27:31.141 |  | INFO     | config.get_redis:create_redis_pool:19 - 开始连接redis...
2025-04-16 19:27:31.145 |  | INFO     | config.get_redis:create_redis_pool:32 - redis连接成功
2025-04-16 19:27:31.146 |  | INFO     | server:lifespan:21 - RuoYi-FastAPI启动成功
2025-04-16 19:27:38.061 |  | INFO     | module_admin.controller.task_controller:get_system_task_list:24 - 获取成功
2025-04-16 19:31:00.273 |  | INFO     | server:lifespan:17 - RuoYi-FastAPI开始启动
2025-04-16 19:31:00.274 |  | INFO     | config.get_db:init_create_table:23 - 初始化数据库连接...
2025-04-16 19:31:00.292 |  | INFO     | config.get_db:init_create_table:26 - 数据库连接成功
2025-04-16 19:31:00.293 |  | INFO     | config.get_redis:create_redis_pool:19 - 开始连接redis...
2025-04-16 19:31:00.297 |  | INFO     | config.get_redis:create_redis_pool:32 - redis连接成功
2025-04-16 19:31:00.298 |  | INFO     | server:lifespan:21 - RuoYi-FastAPI启动成功
2025-04-16 19:33:15.145 |  | INFO     | config.get_redis:close_redis_pool:52 - 关闭redis连接成功
2025-04-16 19:34:16.873 |  | INFO     | server:lifespan:17 - RuoYi-FastAPI开始启动
2025-04-16 19:34:16.873 |  | INFO     | config.get_db:init_create_table:23 - 初始化数据库连接...
2025-04-16 19:34:16.897 |  | INFO     | config.get_db:init_create_table:26 - 数据库连接成功
2025-04-16 19:34:16.897 |  | INFO     | config.get_redis:create_redis_pool:19 - 开始连接redis...
2025-04-16 19:34:16.902 |  | INFO     | config.get_redis:create_redis_pool:32 - redis连接成功
2025-04-16 19:34:16.902 |  | INFO     | server:lifespan:21 - RuoYi-FastAPI启动成功
2025-04-16 19:34:25.960 | 9c9846797c1a4fbcbfe2f0e838590c89 | INFO     | module_admin.controller.task_controller:get_system_task_list:24 - 获取成功
